Season,name,Team name,Minutes played,Games played,Goals,Assists,xG,xA,Shots,Key Passes,npg,npxG,Position,Penalty Taker
2018/2019,Eden Hazard,Chelsea,2935,37,16,15,12.29900643415749,11.570385755039752,93,98,12,9.254331471398473,Midfielder,0
2018/2019,Callum Wilson,Bournemouth,2548,30,14,9,16.01651244610548,5.955956471152604,65,31,13,14.494168512523174,Forward,0
2018/2019,Gylfi Sigurdsson,Everton,3150,38,13,6,12.118331415578723,6.791105677373707,86,74,11,8.31264884583652,Midfielder,0
2018/2019,Glenn Murray,Brighton,2517,38,13,1,11.541342769749463,1.118022283539176,54,12,9,8.49666924867779,Midfielder,0
2018/2019,Paul Pogba,Manchester United,3013,35,13,9,15.877537530846894,5.186745874583721,105,55,6,8.265851297415793,Midfielder,0
2018/2019,Alexandre Lacazette,Arsenal,2498,35,13,8,12.033688011579216,4.100150818936527,81,31,13,12.033688011579216,Midfielder,0
2018/2019,Raúl Jiménez,Wolverhampton Wanderers,3143,38,13,7,14.27359064668417,6.991127401590347,111,42,11,12.75125465542078,Midfielder,0
2018/2019,Richarlison,Everton,2702,35,13,1,11.333980564028025,1.956237562932074,82,20,13,11.333980564028025,Midfielder,0
2018/2019,Son Heung-Min,Tottenham,2061,31,12,6,8.363056467846036,3.965310787782073,74,33,12,8.363056467846036,Midfielder,0
2018/2019,Joshua King,Bournemouth,2987,35,12,3,13.546655409038067,4.257975086569786,72,37,7,8.97964733839035,Midfielder,0
2018/2019,Roberto Firmino,Liverpool,2631,34,12,6,13.737690990790725,6.344288116320968,75,43,11,12.976520961150527,Midfielder,0
2018/2019,Romelu Lukaku,Manchester United,2113,32,12,0,13.105172824114561,2.3202134016901255,55,21,12,13.105172824114561,Midfielder,0
2018/2019,Ayoze Pérez,Newcastle United,2950,37,12,2,8.294695003889501,4.0325940903276205,55,45,12,8.294695003889501,Midfielder,0
2018/2019,Ashley Barnes,Burnley,2379,37,12,2,13.257519549690187,3.6403040196746588,65,22,10,11.735217577777803,Forward,1
2018/2019,Luka Milivojevic,Crystal Palace,3420,38,12,2,10.49101559491828,3.390341717749834,57,59,2,2.1181955304928124,Midfielder,0
2018/2019,Aleksandar Mitrovic,Fulham,3285,37,11,3,15.452770731411874,2.9691329449415207,131,31,10,14.691605768166482,Midfielder,0
2018/2019,Salomón Rondón,Newcastle United,2616,32,11,7,10.63538501597941,3.4131863601505756,89,32,11,10.63538501597941,Midfielder,0
2018/2019,Leroy Sané,Manchester City,1866,31,10,10,6.9819496013224125,8.101670009084046,56,40,10,6.9819496013224125,Midfielder,0
2018/2019,Wilfried Zaha,Crystal Palace,3046,34,10,5,6.490763375535607,5.404334627091885,73,54,10,6.490763375535607,Midfielder,0
2018/2019,Anthony Martial,Manchester United,1632,27,10,2,7.954480409622192,3.2472198167815804,39,36,9,7.193311810493469,Midfielder,0
2018/2019,Marcus Rashford,Manchester United,2360,33,10,6,11.614460183307528,5.270444078370929,84,38,10,11.614460183307528,Midfielder,0
2018/2019,Gerard Deulofeu,Watford,2110,30,10,5,8.334900364279747,4.962499367073178,60,30,10,8.334900364279747,Midfielder,0
2018/2019,Marko Arnautovic,West Ham,2006,28,10,4,8.936907790601254,3.9999511502683163,62,36,9,8.175812758505344,Midfielder,0
2018/2019,Lucas Moura,Tottenham,2133,32,10,0,7.591318631544709,1.6590776890516281,45,27,10,7.591318631544709,Midfielder,0
2018/2019,Chris Wood,Burnley,2603,38,10,2,9.133256727829576,3.647216569632292,58,21,10,9.133256727829576,Forward,1
2018/2019,Troy Deeney,Watford,2552,32,9,5,10.230634661391377,4.688376987352967,64,42,8,9.469461711123586,Midfielder,0
2018/2019,Felipe Anderson,West Ham,3073,36,9,4,5.527917856350541,6.77962332777679,58,65,9,5.527917856350541,Midfielder,0
2018/2019,Diogo Jota,Wolverhampton Wanderers,2402,33,9,5,8.907187035307288,5.536082427948713,58,27,9,8.907187035307288,Midfielder,0
2018/2019,Christian Eriksen,Tottenham,2772,35,8,12,5.66105136834085,7.882119428366423,83,73,8,5.66105136834085,Midfielder,0
2018/2019,Pedro,Chelsea,1777,31,8,2,5.983353950083256,3.8842110745608807,57,29,8,5.983353950083256,Midfielder,0
2018/2019,Chicharito,West Ham,1336,25,7,1,7.894379161298275,1.256871908903122,37,5,7,7.894379161298275,Midfielder,0
2018/2019,Riyad Mahrez,Manchester City,1333,27,7,4,6.61693406291306,5.006450802087784,54,24,7,5.855765061452985,Midfielder,0
2018/2019,James Ward-Prowse,Southampton,1940,26,7,0,3.401979923248291,3.281679173000157,31,47,6,2.6408109068870544,Midfielder,1
2018/2019,Danny Ings,Southampton,1694,24,7,3,9.915940870530903,3.3483315324410796,56,28,4,7.632432927377522,Midfielder,0
2018/2019,Andre Gray,Watford,1343,29,7,2,5.848624158650637,2.0998741798102856,35,14,7,5.848624158650637,Midfielder,0
2018/2019,Ryan Fraser,Bournemouth,3185,38,7,14,4.763551549986005,16.18383568711579,51,93,7,4.763551549986005,Midfielder,0
2018/2019,Bernardo Silva,Manchester City,2851,36,7,7,8.196722293272614,8.63292901776731,62,71,7,8.196722293272614,Midfielder,0
2018/2019,Gabriel Jesus,Manchester City,993,29,7,3,12.621455237269402,2.651642894372344,43,21,6,11.860289201140404,Midfielder,0
2018/2019,James Maddison,Leicester,2877,36,7,7,7.372485462576151,7.935436034575105,83,100,6,5.850147128105164,Midfielder,0
2018/2019,David Brooks,Bournemouth,2317,30,7,5,6.465658405795693,5.877872094511986,41,30,7,6.465658405795693,Midfielder,0
2018/2019,André Schürrle,Fulham,1670,24,6,0,3.3227698132395744,1.9269961081445217,55,21,6,3.3227698132395744,Midfielder,0
2018/2019,Ilkay Gündogan,Manchester City,2133,31,6,3,4.213995475322008,4.967496044933796,43,43,6,4.213995475322008,Midfielder,0
2018/2019,Henrikh Mkhitaryan,Arsenal,1647,25,6,4,5.3435673750936985,6.486036565154791,49,29,6,5.3435673750936985,Midfielder,0
2017/2018,Mohamed Salah,Liverpool,2954,36,32,10,25.136492550373077,8.344478905200958,143,62,31,23.614155545830727,Midfielder,1
2017/2018,Harry Kane,Tottenham,3094,37,30,2,26.859878040850163,3.8204427883028984,183,34,28,24.57636994868517,Midfielder,0
2017/2018,Sergio Agüero,Manchester City,1985,25,21,6,18.568616069853306,6.533231791108847,95,39,17,15.523945644497871,Midfielder,0
2017/2018,Jamie Vardy,Leicester,3269,37,20,1,15.26695853471756,3.63082717359066,70,33,15,10.69998712092638,Midfielder,0
2017/2018,Raheem Sterling,Manchester City,2594,33,18,11,18.82997048087418,8.844120325520635,87,55,17,18.068801494315267,Midfielder,0
2017/2018,Romelu Lukaku,Manchester United,2869,34,16,7,15.468227744102478,5.473205121234059,86,33,16,14.707053691148758,Midfielder,0
2017/2018,Roberto Firmino,Liverpool,2814,37,15,7,10.763703489676118,7.678424785844982,84,56,14,10.002534905448556,Midfielder,0
2017/2018,Alexandre Lacazette,Arsenal,2235,32,14,4,13.831237014383078,4.839555331505835,67,36,12,12.308898691087961,Midfielder,0
2017/2018,Gabriel Jesus,Manchester City,1692,29,13,3,15.36618173867464,2.307676523923874,55,18,13,13.843847759068012,Midfielder,0
2017/2018,Son Heung-Min,Tottenham,2315,37,12,6,11.02160226739943,6.592508684843779,75,38,12,11.02160226739943,Midfielder,0
2017/2018,Eden Hazard,Chelsea,2451,34,12,4,8.21246101334691,7.3030810207128525,71,84,10,6.690125960856676,Midfielder,0
2017/2018,Riyad Mahrez,Leicester,2977,36,12,10,6.613530645146966,7.551042467355728,74,57,12,6.613530645146966,Midfielder,0
2017/2018,Glenn Murray,Brighton,2204,35,12,0,12.380600294098258,1.2383802104741335,52,16,8,7.8135867696255445,Midfielder,0
2017/2018,Marko Arnautovic,West Ham,2343,31,11,6,9.801479201763868,4.4477998204529285,71,34,11,9.801479201763868,Midfielder,0
2017/2018,Álvaro Morata,Chelsea,2069,31,11,6,13.90470589697361,3.583240458741784,79,36,11,13.90470589697361,Midfielder,0
2017/2018,Pierre-Emerick Aubameyang,Arsenal,1056,13,10,4,9.174359612166882,1.264147974550724,31,13,9,7.652027260512114,Midfielder,0
2017/2018,Leroy Sané,Manchester City,2421,32,10,15,6.241070871241391,9.04887949116528,56,58,10,6.241070871241391,Midfielder,0
2017/2018,Wayne Rooney,Everton,2301,31,10,2,8.90544430166483,2.2813411355018616,45,34,7,4.338429160416126,Midfielder,0
2017/2018,Christian Eriksen,Tottenham,3239,37,10,10,7.245935456827283,11.893049276433885,96,95,10,7.245935456827283,Midfielder,0
2017/2018,Sadio Mané,Liverpool,2230,29,10,7,11.518154991790652,5.250220185145736,70,49,10,11.518154991790652,Midfielder,0
2017/2018,Chris Wood,Burnley,1639,24,10,1,7.639496721327305,0.6027080062776804,40,11,10,7.639496721327305,Forward,1
2017/2018,Luka Milivojevic,Crystal Palace,3087,36,10,1,7.874590067192912,1.2642450015991926,42,21,3,1.785385811701417,Midfielder,0
2017/2018,Alexis Sánchez,"Arsenal,Manchester United",2562,31,9,6,11.422600204125047,7.917656555771828,88,77,8,9.900261035189033,Midfielder,0
2017/2018,Wilfried Zaha,Crystal Palace,2551,29,9,3,9.735283127054572,5.2962576597929,64,53,9,9.735283127054572,Midfielder,0
2017/2018,Anthony Martial,Manchester United,1589,30,9,5,6.301932895556092,5.435460576787591,49,33,8,5.540763879194856,Midfielder,0
2017/2018,David Silva,Manchester City,2442,29,9,11,9.241167284548283,8.827983185648918,54,61,9,9.241167284548283,Midfielder,0
2017/2018,Dele Alli,Tottenham,2991,36,9,10,10.104952063411474,8.836121248081326,69,64,9,10.104952063411474,Midfielder,0
2017/2018,Ashley Barnes,Burnley,2143,36,9,0,6.5605628695338964,1.5027275774627924,61,17,9,6.5605628695338964,Forward,1
2017/2018,Chicharito,West Ham,1524,28,8,0,5.248026132583618,1.4220358971506357,29,21,8,5.248026132583618,Midfielder,0
2017/2018,Kevin De Bruyne,Manchester City,3103,37,8,16,5.40172931086272,13.101718165911734,93,105,8,5.40172931086272,Midfielder,0
2017/2018,Joshua King,Bournemouth,2458,33,8,3,6.555600753054023,4.888206169009209,51,38,6,5.0332634430378675,Midfielder,0
2017/2018,Callum Wilson,Bournemouth,2007,28,8,2,7.619609080255032,1.552441207692027,54,18,8,7.619609080255032,Forward,0
2017/2018,Jesse Lingard,Manchester United,1836,33,8,5,8.04835014604032,3.581980141811073,56,26,8,8.04835014604032,Midfielder,0
2017/2018,Oumar Niasse,Everton,1075,22,8,2,7.417299885302782,1.5471328031271696,37,11,8,7.417299885302782,Midfielder,0
2017/2018,Ayoze Pérez,Newcastle United,2502,36,8,5,6.864799472503364,5.451955894008279,60,36,8,6.864799472503364,Midfielder,0
2017/2018,Xherdan Shaqiri,Stoke,3066,36,8,7,4.985687501728535,6.875527895987034,69,76,8,4.224518910050392,Midfielder,0
2017/2018,Pascal Groß,Brighton,2979,38,7,8,3.33502649795264,8.656003165990114,43,81,6,2.5738579919561744,Midfielder,0
2017/2018,Philippe Coutinho,Liverpool,1132,14,7,6,3.6399386562407017,4.951584819704294,54,40,7,3.6399386562407017,Midfielder,0
2017/2018,Olivier Giroud,"Arsenal,Chelsea",953,29,7,1,7.604708576574922,3.013065330684185,47,20,7,7.604708576574922,Midfielder,0
2017/2018,Aaron Ramsey,Arsenal,1849,24,7,8,6.840765129774809,5.922476544976234,56,28,7,6.840765129774809,Midfielder,0
2017/2018,Marcus Rashford,Manchester United,1792,35,7,5,5.530903106555343,4.5970649272203445,62,22,7,5.530903106555343,Midfielder,0
2017/2018,Jordan Ayew,Swansea,2862,36,7,2,6.851808795705438,1.9186685755848885,65,16,6,6.090640120208263,Midfielder,0
2017/2018,Salomón Rondón,West Bromwich Albion,2781,36,7,3,6.871560588479042,2.6148633491247892,78,23,7,6.871560588479042,Midfielder,0
2017/2018,Jay Rodriguez,West Bromwich Albion,2845,37,7,1,7.642788392491639,1.8346650106832385,69,21,6,6.8816204043105245,Midfielder,0
2017/2018,Charlie Austin,Southampton,1023,24,7,0,7.720579285174608,0.6937103793025017,47,4,6,6.959410268813372,Midfielder,0
2017/2018,Marcos Alonso,Chelsea,2869,33,7,2,4.369033144786954,3.0571554824709892,65,34,7,4.369033144786954,Midfielder,0
2017/2018,Abdoulaye Doucouré,Watford,3326,37,7,3,3.106084388680756,2.39364858251065,46,40,7,3.106084388680756,Midfielder,0
2017/2018,Steve Mounie,Huddersfield,1850,28,7,1,5.801503697410226,1.6073069255799055,49,16,7,5.801503697410226,Midfielder,0
2017/2018,Willian,Chelsea,1872,36,6,7,5.983236160129309,6.1695123594254255,54,62,5,5.222104173153639,Midfielder,0
2017/2018,Dwight Gayle,Newcastle United,1968,35,6,3,9.672669507563114,2.3920685946941376,57,21,6,9.672669507563114,Midfielder,0
2016/2017,Harry Kane,Tottenham,2556,30,29,7,19.820082779973745,5.553893640637398,110,41,24,15.253082547336817,Midfielder,0
2016/2017,Romelu Lukaku,Everton,3271,37,25,6,16.66546426527202,5.440814970061183,110,47,24,15.904293252155185,Midfielder,0
2016/2017,Alexis Sánchez,Arsenal,3233,38,24,10,17.724455885589123,8.988114705309272,129,78,22,15.440943889319897,Midfielder,0
2016/2017,Sergio Agüero,Manchester City,2408,31,20,3,22.672587677836418,4.665909027680755,139,31,16,18.86673802882433,Midfielder,0
2016/2017,Diego Costa,Chelsea,3101,35,20,7,15.43179689347744,4.912057062610984,111,42,20,14.670627877116203,Midfielder,0
2016/2017,Dele Alli,Tottenham,3060,37,18,7,14.708574248477817,4.573811557143927,94,52,17,13.947405276820064,Midfielder,0
2016/2017,Zlatan Ibrahimovic,Manchester United,2435,28,17,5,14.637965865433216,5.118233298882842,115,48,15,12.354456894099712,Midfielder,0
2016/2017,Joshua King,Bournemouth,2734,36,16,2,10.911748604848981,2.409231800585985,67,30,14,8.62825040332973,Midfielder,0
2016/2017,Eden Hazard,Chelsea,3050,36,16,5,11.03284815326333,6.4405673667788506,77,88,14,8.749343048781157,Midfielder,0
2016/2017,Christian Benteke,Crystal Palace,3153,36,15,2,17.355868473649025,2.0585755221545696,105,32,13,14.311190653592348,Midfielder,0
2016/2017,Jermain Defoe,Sunderland,3324,37,15,2,13.647576574236155,1.3696143869310617,99,20,10,9.841728202998638,Midfielder,0
2016/2017,Fernando Llorente,Swansea,2462,33,15,1,8.028607591986656,2.090565759688616,51,26,15,8.028607591986656,Midfielder,0
2016/2017,Son Heung-Min,Tottenham,2069,34,14,6,7.765331827104092,4.696415961720049,80,43,14,7.765331827104092,Midfielder,0
2016/2017,Philippe Coutinho,Liverpool,2265,31,13,7,8.867860339581966,6.25872659496963,106,65,13,8.867860339581966,Midfielder,0
2016/2017,Jamie Vardy,Leicester,2822,35,13,5,9.94716601073742,4.675951764918864,53,31,13,9.94716601073742,Midfielder,0
2016/2017,Sadio Mané,Liverpool,2257,27,13,5,9.480924274772406,4.445209952071309,57,43,13,9.480924274772406,Midfielder,0
2016/2017,Olivier Giroud,Arsenal,1170,29,12,3,6.999083910137415,2.0118066053837538,39,17,12,6.999083910137415,Midfielder,0
2016/2017,Roberto Firmino,Liverpool,3077,35,11,7,10.364667488262057,7.852917684242129,100,78,11,10.364667488262057,Midfielder,0
2016/2017,Theo Walcott,Arsenal,1944,28,10,2,9.901477228850126,2.5256067672744393,62,13,10,9.140307921916246,Midfielder,0
2016/2017,Troy Deeney,Watford,2940,37,10,4,8.593502411618829,3.109722388908267,42,40,7,6.309996869415045,Midfielder,0
2016/2017,Sam Vokes,Burnley,2030,37,10,3,8.347450690343976,1.5290202079340816,57,15,8,6.825112214311957,Midfielder,0
2016/2017,Michail Antonio,West Ham,2451,29,9,3,9.790301950648427,3.3898478094488382,77,31,9,9.790301950648427,Midfielder,0
2016/2017,Pedro,Chelsea,2178,35,9,9,5.991286236792803,5.526838485151529,59,42,9,5.991286236792803,Midfielder,0
2016/2017,Gylfi Sigurdsson,Swansea,3329,38,9,13,8.569288490340114,8.268965737894177,116,79,6,6.28578289039433,Midfielder,0
2016/2017,Andre Gray,Burnley,2279,32,9,3,7.564629638567567,1.471580351702869,47,19,7,6.0422916654497385,Midfielder,0
2016/2017,Álvaro Negredo,Middlesbrough,2891,36,9,4,8.803118763957173,4.10040766838938,69,26,7,7.28078123787418,Midfielder,0
2016/2017,Adam Lallana,Liverpool,2371,31,8,7,4.506964456290007,4.112386392429471,50,42,8,4.506964456290007,Midfielder,0
2016/2017,Mesut Özil,Arsenal,2856,33,8,9,5.606561478227377,8.070462390780449,40,100,8,5.606561478227377,Midfielder,0
2016/2017,Manuel Lanzini,West Ham,2727,35,8,2,6.071731213480234,4.006757194176316,69,57,6,4.5493931118398905,Midfielder,0
2016/2017,Christian Eriksen,Tottenham,3181,36,8,15,8.864699277095497,11.74070107191801,133,112,8,8.864699277095497,Midfielder,0
2016/2017,Willian,Chelsea,1509,34,8,2,3.7568806800991297,3.064136871136725,44,51,8,3.7568806800991297,Midfielder,0
2016/2017,Salomón Rondón,West Bromwich Albion,2902,38,8,2,9.35797328967601,2.8521678745746613,93,26,8,9.35797328967601,Midfielder,0
2016/2017,Junior Stanislas,Bournemouth,1489,21,7,5,4.84797247685492,3.8548494363203645,43,22,5,3.3256304506212473,Midfielder,0
2016/2017,Divock Origi,Liverpool,1450,34,7,3,5.523562506772578,1.6023159064352512,37,16,7,5.523562506772578,Midfielder,0
2016/2017,James Milner,Liverpool,3170,36,7,3,7.355010665953159,3.951043674722314,36,56,0,1.2656571343541145,Midfielder,0
2016/2017,Wilfried Zaha,Crystal Palace,3033,35,7,9,5.570255206897855,4.54127549380064,49,38,7,5.570255206897855,Midfielder,0
2016/2017,Andy Carroll,West Ham,1318,18,7,1,4.521655203774571,1.7217979226261377,39,14,7,4.521655203774571,Midfielder,0
2016/2017,Etienne Capoue,Watford,3231,37,7,1,3.7173120137304068,1.509296577423811,50,37,7,3.7173120137304068,Midfielder,0
2016/2017,Raheem Sterling,Manchester City,2532,33,7,6,8.106005489826202,5.496264124289155,64,46,7,8.106005489826202,Midfielder,0
2016/2017,Nathan Redmond,Southampton,2917,37,7,1,4.817707560956478,5.891832923516631,83,57,7,4.817707560956478,Midfielder,0
2016/2017,Peter Crouch,Stoke,1319,27,7,2,5.874591821338981,3.2038370687514544,37,17,7,5.874591821338981,Midfielder,0
2016/2017,Islam Slimani,Leicester,1275,23,7,4,6.823915811255574,2.0667077153921127,35,17,6,6.062746794894338,Midfielder,0
2016/2017,Robert Snodgrass,"Hull,West Ham",2563,35,7,5,4.383588116616011,4.324671380221844,50,61,5,2.861250091344118,Midfielder,0
2016/2017,Gabriel Jesus,Manchester City,649,10,7,4,7.243854932487011,1.890662670135498,24,10,6,6.48272293061018,Midfielder,0
2016/2017,Kevin De Bruyne,Manchester City,2893,36,6,18,6.771996311843395,15.888654900714755,86,103,6,6.010865323245525,Midfielder,0
2016/2017,Callum Wilson,Bournemouth,1382,20,6,0,5.36559328250587,0.5500716008245945,31,8,3,3.0820868369191885,Forward,0
2016/2017,Joe Allen,Stoke,2942,36,6,2,5.681928737089038,4.653242416679859,40,28,6,5.681928737089038,Midfielder,0
2016/2017,Juan Mata,Manchester United,1641,25,6,3,5.665137184783816,4.540481245145202,40,45,6,5.665137184783816,Midfielder,0
2016/2017,Gary Cahill,Chelsea,3299,37,6,0,3.2974409023299813,0.17101850360631943,24,5,6,3.2974409023299813,Midfielder,0
2016/2017,Leroy Fer,Swansea,2393,34,6,2,5.205665404908359,1.0550480000674725,36,18,6,5.205665404908359,Midfielder,0
2015/2016,Harry Kane,Tottenham,3382,38,25,1,22.732071943581104,3.0885122008621693,159,44,20,18.92625818029046,Midfielder,0
2015/2016,Sergio Agüero,Manchester City,2399,30,24,2,20.077226005494595,2.0287595679983497,119,27,20,16.271372936666012,Midfielder,0
2015/2016,Jamie Vardy,Leicester,3154,36,24,6,22.13541193306446,6.267153458669782,115,48,19,17.568440221250057,Midfielder,0
2015/2016,Romelu Lukaku,Everton,3194,37,18,6,20.058772021904588,5.680433500558138,118,51,17,18.536478037014604,Midfielder,0
2015/2016,Riyad Mahrez,Leicester,3087,37,17,11,11.88214811310172,11.454100407660007,86,68,13,7.315134212374687,Midfielder,0
2015/2016,Olivier Giroud,Arsenal,2411,38,16,6,14.503991460427642,5.762219719588757,101,36,15,13.742822444066405,Midfielder,0
2015/2016,Odion Ighalo,Watford,3160,37,15,3,16.093822445720434,2.2321918215602636,109,37,15,16.093822445720434,Midfielder,0
2015/2016,Jermain Defoe,Sunderland,2558,33,15,1,11.712620459496975,1.1022664522752166,85,22,14,10.951450489461422,Midfielder,0
2015/2016,Alexis Sánchez,Arsenal,2463,30,13,4,13.104378208518028,8.5547467879951,107,62,13,13.104378208518028,Midfielder,0
2015/2016,Troy Deeney,Watford,3291,38,13,7,12.199151435866952,7.923330025747418,94,56,7,6.8709652265533805,Midfielder,0
2015/2016,André Ayew,Swansea,2967,34,12,2,8.46296308748424,2.337733743712306,67,23,12,8.46296308748424,Midfielder,0
2015/2016,Diego Costa,Chelsea,2386,28,12,6,12.080561351031065,2.8887833151966333,68,30,12,12.080561351031065,Midfielder,0
2015/2016,Anthony Martial,Manchester United,2632,31,11,4,7.273541077971458,6.173327440395951,57,37,11,7.273541077971458,Midfielder,0
2015/2016,Gylfi Sigurdsson,Swansea,2921,36,11,3,7.7106501162052155,5.429829095490277,88,57,8,5.427143078297377,Midfielder,0
2015/2016,Georginio Wijnaldum,Newcastle United,3178,38,11,5,7.928211936727166,3.8174392245709896,54,47,10,7.167042950168252,Midfielder,0
2015/2016,Sadio Mané,Southampton,2614,37,11,6,12.514568300917745,5.139249017462134,86,41,11,11.753399284556508,Midfielder,0
2015/2016,Graziano Pellè,Southampton,2167,30,11,6,7.350180992856622,3.987356685101986,80,37,11,7.350180992856622,Midfielder,0
2015/2016,Marko Arnautovic,Stoke,2836,34,11,6,12.059158718213439,6.117617999669164,70,50,8,9.77568761818111,Midfielder,0
2015/2016,Roberto Firmino,Liverpool,2005,31,10,7,7.1310254614800215,5.3966775089502335,63,49,10,7.1310254614800215,Midfielder,0
2015/2016,Dele Alli,Tottenham,2490,33,10,9,8.315971579402685,6.802972770296037,74,55,10,8.315971579402685,Midfielder,0
2015/2016,Shane Long,Southampton,2114,28,10,4,10.61739412508905,2.7126416452229023,64,33,10,10.61739412508905,Midfielder,0
2015/2016,Dimitri Payet,West Ham,2576,30,9,12,5.748615788295865,11.665769186802208,69,119,9,5.748615788295865,Midfielder,0
2015/2016,Andy Carroll,West Ham,1411,27,9,2,6.137788807973266,2.7616127114742994,56,20,8,5.376620193943381,Midfielder,0
